Id,Prediction
0,898.1297
1,642.28204
2,334.3734
3,763.726
4,1150.366
5,717.8105
6,836.24677
7,412.8651
8,379.29224
9,785.38385
10,832.1534
11,334.4765
12,596.2152
13,1067.1866
14,387.37393
15,511.52563
16,984.4767
17,594.3726
18,214.5177
19,487.61456
20,772.7855
21,699.8061
22,1601.987
23,360.1428
24,356.3797
25,773.86066
26,1409.6432
27,1352.0222
28,309.6992
29,316.6369
30,328.9033
31,818.48755
32,476.98203
33,481.2732
34,432.07996
35,350.4512
36,347.72787
37,817.18036
38,1164.5433
39,509.28152
40,1062.2437
41,1014.9283
42,675.9582
43,450.9399
44,334.08456
45,317.1238
46,1204.8319
47,1235.4569
48,335.69302
49,888.0938
50,871.30255
51,292.0508
52,763.13837
53,477.54977
54,253.35138
55,1265.5603
56,441.99435
57,658.73004
58,259.8085
59,683.052
60,694.34064
61,1006.2866
62,1415.7638
63,402.9239
64,708.3595
65,812.97095
66,353.65887
67,604.4033
68,572.9026
69,470.07404
70,348.16434
71,372.9877
72,430.47806
73,1196.6454
74,345.4658
75,565.6624
76,812.58014
77,935.8023
78,538.5451
79,1290.8875
80,983.523
81,410.5172
82,547.8053
83,1116.3854
84,1469.6045
85,572.48413
86,946.276
87,645.13
88,513.5233
89,552.5821
90,814.4531
91,514.99274
92,270.18723
93,876.08124
94,336.9577
95,908.29504
96,1706.6536
97,669.8826
98,1301.9142
99,313.39835
100,712.0988
101,1482.6116
102,1084.0466
103,514.0084
104,254.0366
105,537.9535
106,728.2466
107,359.33554
108,921.16724
109,2022.1896
110,518.07526
111,692.298
112,1281.874
113,377.05362
114,268.7529
115,562.39
116,1409.636
117,1192.688
118,652.392
119,531.8865
120,690.6187
121,941.261
122,384.66843
123,376.505
124,812.3192
125,252.41754
126,514.5523
127,401.3005
128,1444.1467
129,293.2407
130,1049.8716
131,924.13947
132,567.99915
133,777.13855
134,1020.94354
135,555.0335
136,781.64764
137,592.12805
138,897.08136
139,449.02728
140,1205.3218
141,2336.2542
142,788.05115
143,532.7927
144,601.1591
145,479.84692
146,308.96777
147,427.9299
148,1387.8546
149,853.4706
150,422.2085
151,770.9647
152,1288.8168
153,1116.4988
154,296.1464
155,345.29044
156,1385.2887
157,475.06528
158,900.96265
159,597.06067
160,747.6607
161,507.81912
162,907.31757
163,656.9954
164,671.9247
165,949.38403
166,694.28955
167,487.76712
168,445.66522
169,284.89255
170,872.56415
171,1198.1617
172,1362.9707
173,557.4282
174,1115.967
175,437.67334
176,477.12762
177,349.49832
178,763.26373
179,418.03912
180,316.97568
181,1298.6024
182,598.4349
183,638.0423
184,385.34937
185,604.4813
186,417.9558
187,388.83395
188,656.26685
189,318.76202
190,790.2372
191,873.5041
192,575.212
193,497.09097
194,425.4063
195,650.74005
196,953.7273
197,1108.8766
198,382.54318
